<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.23	20:30:00	6028.60	6031.35	6028.02	6029.73	367	0	59
2025.06.23	22:00:00	6029.73	6058.33	6028.42	6053.52	3342	0	58
2025.06.23	22:30:00	6053.44	6055.85	6046.47	6054.36	1566	0	58
2025.06.23	23:00:00	6054.41	6065.64	6053.71	6062.23	1896	0	58
2025.06.23	23:30:00	6062.18	6065.11	6058.45	6061.65	1213	0	58
2025.06.24	00:00:00	6061.80	6063.32	6056.66	6060.16	1181	0	57
2025.06.24	00:30:00	6060.16	6064.11	6052.69	6060.16	1799	0	57
2025.06.24	01:00:00	6059.99	6065.64	6056.71	6062.62	1293	0	56
2025.06.24	01:30:00	6062.48	6068.49	6061.87	6067.54	797	0	56
2025.06.24	02:00:00	6067.40	6067.83	6056.93	6061.77	1319	0	58
2025.06.24	02:30:00	6061.70	6062.08	6057.17	6060.38	712	0	56
2025.06.24	03:00:00	6060.22	6063.61	6059.72	6063.11	376	0	56
2025.06.24	03:30:00	6063.35	6065.85	6062.46	6064.81	404	0	56
2025.06.24	04:00:00	6064.71	6065.42	6058.94	6063.33	653	0	57
2025.06.24	04:30:00	6063.20	6065.35	6062.72	6064.62	373	0	57
2025.06.24	05:00:00	6064.45	6066.91	6064.16	6066.66	461	0	56
2025.06.24	05:30:00	6066.52	6077.94	6066.18	6076.02	1013	0	56
2025.06.24	06:00:00	6076.19	6091.68	6076.02	6091.27	1797	0	58
2025.06.24	06:30:00	6091.39	6092.24	6085.00	6090.16	1471	0	57
2025.06.24	07:00:00	6090.02	6096.12	6081.64	6081.65	3007	0	56
2025.06.24	07:30:00	6081.78	6082.78	6066.38	6078.17	3917	0	58
2025.06.24	08:00:00	6077.97	6083.35	6071.96	6082.84	2986	0	57
2025.06.24	08:30:00	6082.79	6082.85	6074.97	6077.60	1252	0	57
2025.06.24	09:00:00	6077.54	6085.08	6077.17	6084.67	1068	0	56
2025.06.24	09:30:00	6084.73	6088.05	6078.70	6079.70	921	0	55
2025.06.24	10:00:00	6079.50	6082.09	6074.46	6075.93	1173	0	55
2025.06.24	10:30:00	6076.09	6078.55	6072.94	6074.77	1342	0	56
2025.06.24	11:00:00	6074.73	6078.29	6067.37	6077.36	1805	0	56
2025.06.24	11:30:00	6077.17	6079.78	6072.14	6076.37	1715	0	57
2025.06.24	12:00:00	6076.51	6078.55	6068.93	6071.64	1470	0	55
2025.06.24	12:30:00	6071.52	6075.26	6065.12	6070.89	2003	0	56
2025.06.24	13:00:00	6070.68	6077.50	6069.62	6070.07	1761	0	57
2025.06.24	13:30:00	6069.84	6081.80	6065.69	6068.21	6599	0	54
2025.06.24	14:00:00	6068.09	6077.32	6061.85	6073.82	4895	0	55
2025.06.24	14:30:00	6074.06	6081.59	6073.18	6077.55	2337	0	57
2025.06.24	15:00:00	6077.40	6086.60	6077.40	6085.84	2216	0	57
2025.06.24	15:30:00	6086.07	6090.08	6084.93	6086.10	1744	0	56
2025.06.24	16:00:00	6086.33	6094.59	6085.18	6093.59	1399	0	57
2025.06.24	16:30:00	6093.73	6100.60	6092.18	6095.18	1587	0	56
2025.06.24	17:00:00	6095.24	6098.36	6091.71	6092.18	1982	0	55
2025.06.24	17:30:00	6092.34	6102.86	6092.18	6100.88	1376	0	56
2025.06.24	18:00:00	6101.12	6103.65	6098.20	6098.84	1191	0	56
2025.06.24	18:30:00	6099.07	6102.10	6097.42	6101.85	1103	0	56
2025.06.24	19:00:00	6101.69	6105.60	6101.69	6103.95	1402	0	55
